Mod:Item:MetaData, Localized Name
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:hoe_steel, Steel Hoe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:bullet:2, Homing Cartridge
immersiveengineering:bullet:2, Wolfpack Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
ironbackpacks:backpack:0, Basic Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:upgrade:0, Blank Upgrade
ironbackpacks:upgrade:0, Damage Bar Upgrade
ironbackpacks:upgrade:0, Latch Upgrade
ironbackpacks:upgrade:0, Extra Upgrade Point
ironbackpacks:upgrade:0, Everlasting Upgrade
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
